COD_IBGE;COD_SIAFI;NOME_ENTE;NOME_SIMPLIFICADO;SIGLA_UF;NOME_UF;LAT;LNG;POP_EST_2020;CAPITAL;NOME_ANTIGO_OU_GRAFIA_DIFERENTE;ALT;REGIAO;COD_UE_TSE_2016;IDHM;IDHM_RENDA;IDHM_EDUCACAO;IDHM_LONGEVIDADE
2203354;1229;Dirceu Arcoverde;DIRCEU ARCOVERDE;PI;Piauí;-9.335.200.044;-4.243.956.996;7029;0;NULL;3.935.424.980.000;NE;12297;0,561;0,718;0,436;0,563
2203404;1067;Dom Expedito Lopes;DOM EXPEDITO LOPES;PI;Piauí;-6.957.901.843;-4.165.238.521;6922;0;NULL;4.038.263.310.000;NE;10677;0,601;0,762;0,488;0,583
2203420;1141;Domingos Mourão;DOMINGOS MOURAO;PI;Piauí;-4.253.433.634;-4.127.188.145;4354;0;NULL;1.412.269.200.000;NE;11410;0,55;0,755;0,403;0,547
2203453;1289;Dom Inocêncio;DOM INOCENCIO;PI;Piauí;-9.008.074.943;-4.197.685.112;9565;0;NULL;3.518.750.020.000;NE;10685;0,549;0,756;0,439;0,498
2203503;1069;Elesbão Veloso;ELESBAO VELOSO;PI;Piauí;-6.201.719.461;-4.213.814.445;14575;0;NULL;1.882.551.390.000;NE;10693;0,58;0,758;0,45;0,573
2203602;1071;Eliseu Martins;ELISEU MARTINS;PI;Piauí;-809.646.229;-4.366.481.113;4930;0;NULL;2.601.126.660.000;NE;10715;0,595;0,742;0,462;0,616
2203701;1073;Esperantina;ESPERANTINA;PI;Piauí;-3.895.604.531;-4.223.536.453;39848;0;NULL;678.800.830.000;NE;10731;0,605;0,769;0,497;0,579
2203750;2257;Fartura do Piauí;FARTURA DO PIAUI;PI;Piauí;-9.478.606.286;-427.944.014;5319;0;NULL;4.011.429.710.000;NE;10260;0,548;0,738;0,441;0,506
2203800;1075;Flores do Piauí;FLORES DO PIAUI;PI;Piauí;-7.791.775.602;-429.243.058;4462;0;NULL;3.139.004.600.000;NE;10758;0,547;0,704;0,443;0,525
2203859;314;Floresta do Piauí;FLORESTA DO PIAUI;PI;Piauí;-7.466.795.375;-4.180.031.429;2560;0;NULL;2.123.751.790.000;NE;12637;0,538;0,753;0,391;0,53
2203909;1077;Floriano;FLORIANO;PI;Piauí;-6.769.672.434;-4.302.064.474;60025;0;NULL;1.200.191.170.000;NE;10774;0,7;0,802;0,633;0,676
2204006;1079;Francinópolis;FRANCINOPOLIS;PI;Piauí;-6.395.292.623;-422.633.661;5347;0;NULL;2.469.358.340.000;NE;10790;0,564;0,722;0,475;0,523
2204105;1081;Francisco Ayres;FRANCISCO AYRES;PI;Piauí;-6.623.343.532;-4.269.112.784;4323;0;NULL;1.319.885.450.000;NE;10812;0,577;0,756;0,45;0,565
2204154;316;Francisco Macedo;FRANCISCO MACEDO;PI;Piauí;-7.327.871.041;-4.079.556.735;3200;0;NULL;3.995.432.570.000;NE;12378;0,553;0,701;0,425;0,567
2204204;1083;Francisco Santos;FRANCISCO SANTOS;PI;Piauí;-6.994.171.138;-4.113.615.734;9372;0;NULL;2.624.548.760.000;NE;10839;0,608;0,754;0,498;0,598
2204303;1085;Fronteiras;FRONTEIRAS;PI;Piauí;-7.088.412.533;-4.061.723.293;11659;0;NULL;4.273.506.410.000;NE;10855;0,619;0,748;0,511;0,621
2204352;318;Geminiano;GEMINIANO;PI;Piauí;-7.158.417.626;-4.135.757.976;5460;0;NULL;2.317.914.060.000;NE;10782;0,561;0,755;0,446;0,524
2204402;1087;Gilbués;GILBUES;PI;Piauí;-9.834.569.906;-4.534.691.998;10694;0;NULL;4.504.459.010.000;NE;10871;0,548;0,753;0,38;0,574
2204501;1089;Guadalupe;GUADALUPE;PI;Piauí;-6.785.246.909;-4.356.692.365;10497;0;NULL;1.684.842.120.000;NE;10898;0,65;0,794;0,542;0,639
2204550;320;Guaribas;GUARIBAS;PI;Piauí;-9.395.111.304;-4.368.772.103;4568;0;NULL;5.216.276.200.000;NE;10804;0,508;0,711;0,381;0,483
2204600;1091;Hugo Napoleão;HUGO NAPOLEAO;PI;Piauí;-5.987.787.891;-4.256.256.305;3879;0;NULL;2.186.685.750.000;NE;10910;0,599;0,776;0,524;0,528
2204659;322;Ilha Grande;ILHA GRANDE;PI;Piauí;-2.854.008.607;-4.181.977.318;9457;0;NULL;21.183.900.000;NE;10820;0,563;0,708;0,472;0,534
2204709;1093;Inhuma;INHUMA;PI;Piauí;-6.667.120.341;-4.171.019.406;15319;0;NULL;3.917.645.390.000;NE;10936;0,624;0,772;0,56;0,562
2204808;1095;Ipiranga do Piauí;IPIRANGA DO PIAUI;PI;Piauí;-6.826.932.678;-4.173.991.413;9838;0;NULL;4.293.604.680.000;NE;10952;0,63;0,765;0,583;0,56
2204907;1097;Isaías Coelho;ISAIAS COELHO;PI;Piauí;-7.734.310.697;-4.167.944.808;8566;0;NULL;2.526.262.820.000;NE;10979;0,582;0,767;0,41;0,628
2205003;1099;Itainópolis;ITAINOPOLIS;PI;Piauí;-7.451.280.813;-4.148.002.531;11551;0;NULL;2.305.905.890.000;NE;10995;0,541;0,725;0,401;0,545
2205102;1101;Itaueira;ITAUEIRA;PI;Piauí;-7.608.116.633;-4.302.549.651;11028;0;NULL;2.416.066.980.000;NE;11010;0,583;0,727;0,46;0,594
2205151;2273;Jacobina do Piauí;JACOBINA DO PIAUI;PI;Piauí;-7.936.264.488;-4.121.076.205;5729;0;NULL;3.160.975.710.000;NE;10286;0,535;0,724;0,416;0,509
2205201;1103;Jaicós;JAICOS;PI;Piauí;-7.353.152.327;-4.114.647.481;19170;0;NULL;3.105.666.890.000;NE;11037;0,524;0,709;0,366;0,556
2205250;997;Jardim do Mulato;JARDIM DO MULATO;PI;Piauí;-6.096.577.595;-4.263.395.956;4513;0;NULL;1.683.912.350.000;NE;10308;0,593;0,711;0,55;0,532
2205276;324;Jatobá do Piauí;JATOBA DO PIAUI;PI;Piauí;-4.773.158.944;-4.181.982.222;4875;0;NULL;2.238.115.350.000;NE;12394;0,566;0,78;0,442;0,525
2205300;1105;Jerumenha;JERUMENHA;PI;Piauí;-7.084.632.194;-4.350.274.301;4447;0;NULL;1.505.792.190.000;NE;11053;0,591;0,787;0,461;0,569
2205359;326;João Costa;JOAO COSTA;PI;Piauí;-8.489.125.722;-4.241.784.858;3005;0;NULL;2.636.219.530.000;NE;12386;0,561;0,752;0,46;0,51
2205409;1107;Joaquim Pires;JOAQUIM PIRES;PI;Piauí;-3.513.103.548;-421.876.898;14376;0;NULL;167.155.250.000;NE;11070;0,522;0,765;0,384;0,485
2205458;328;Joca Marques;JOCA MARQUES;PI;Piauí;-3.488.033.826;-4.242.773.708;5466;0;NULL;253.847.840.000;NE;12408;0,504;0,726;0,353;0,501
2205508;1109;José de Freitas;JOSE DE FREITAS;PI;Piauí;-4.763.050.639;-4.257.837.453;39336;0;NULL;1.303.728.030.000;NE;11096;0,618;0,781;0,512;0,591
2205516;330;Juazeiro do Piauí;JUAZEIRO DO PIAUI;PI;Piauí;-5.161.372.754;-4.170.260.076;5485;0;NULL;1.915.402.060.000;NE;12416;0,57;0,753;0,47;0,522
2205524;332;Júlio Borges;JULIO BORGES;PI;Piauí;-1.032.678.681;-4.424.370.063;5640;0;NULL;4.246.251.180.000;NE;12203;0,582;0,777;0,508;0,5
2205532;334;Jurema;JUREMA;PI;Piauí;-922.202.472;-4.313.310.974;4777;0;NULL;4.487.531.030.000;NE;10847;0,555;0,767;0,435;0,511
2205540;336;Lagoinha do Piauí;LAGOINHA DO PIAUI;PI;Piauí;-5.836.583.441;-4.262.738.373;2858;0;NULL;2.374.100.520.000;NE;12432;0,597;0,776;0,488;0,561
2205557;999;Lagoa Alegre;LAGOA ALEGRE;PI;Piauí;-4.508.729.749;-4.261.674.254;8577;0;NULL;1.114.328.140.000;NE;10324;0,55;0,728;0,425;0,538
2205565;2259;Lagoa do Barro do Piauí;LAGOA DO BARRO DO PIAUI;PI;Piauí;-8.482.437.115;-4.153.027.541;4656;0;NULL;4.241.787.860.000;NE;10340;0,502;0,744;0,358;0,474
2205573;338;Lagoa de São Francisco;LAGOA DE SAO FRANCISCO;PI;Piauí;-4.392.746.387;-4.160.546.869;6777;0;NULL;3.756.115.910.000;NE;10863;0,529;0,743;0,4;0,499
2205581;340;Lagoa do Piauí;LAGOA DO PIAUI;PI;Piauí;-541.214.417;-4.264.901.321;4075;0;NULL;1.127.938.780.000;NE;12424;0,583;0,778;0,464;0,548
2205599;342;Lagoa do Sítio;LAGOA DO SITIO;PI;Piauí;-651.534.763;-415.823.863;5198;0;NULL;4.416.862.110.000;NE;12220;0,541;0,745;0,421;0,504
2205607;1111;Landri Sales;LANDRI SALES;PI;Piauí;-7.266.599.975;-4.393.104.552;5283;0;NULL;3.041.183.580.000;NE;11118;0,584;0,738;0,48;0,563
2205706;1113;Luís Correia;LUIS CORREIA;PI;Piauí;-2.881.566.536;-4.166.456.723;30438;0;NULL;48.427.700.000;NE;11134;0,541;0,73;0,398;0,544
2205805;1115;Luzilândia;LUZILANDIA;PI;Piauí;-3.460.817.635;-4.237.163.752;25504;0;NULL;311.569.090.000;NE;11150;0,545;0,7;0,42;0,55
2205854;344;Madeiro;MADEIRO;PI;Piauí;-3.484.212.005;-4.250.514.125;8342;0;NULL;292.884.230.000;NE;12440;0,563;0,772;0,489;0,472
2205904;1117;Manoel Emídio;MANOEL EMIDIO;PI;Piauí;-8.011.358.674;-4.387.547.467;5351;0;NULL;2.454.050.680.000;NE;11177;0,573;0,758;0,466;0,534
2205953;2275;Marcolândia;MARCOLANDIA;PI;Piauí;-7.443.556.661;-4.066.285.429;8543;0;NULL;7.853.719.800.000;NE;10367;0,562;0,7;0,438;0,578
2206001;1119;Marcos Parente;MARCOS PARENTE;PI;Piauí;-7.119.295.377;-4.388.831.401;4547;0;NULL;2.839.474.380.000;NE;11193;0,59;0,717;0,494;0,58
2206050;346;Massapê do Piauí;MASSAPE DO PIAUI;PI;Piauí;-7.465.482.684;-4.112.385.468;6449;0;NULL;2.403.873.200.000;NE;12467;0,525;0,73;0,386;0,514
2206100;1121;Matias Olímpio;MATIAS OLIMPIO;PI;Piauí;-3.711.027.283;-425.586.289;10958;0;NULL;775.654.240.000;NE;11215;0,562;0,779;0,438;0,521
2206209;1123;Miguel Alves;MIGUEL ALVES;PI;Piauí;-4.168.215.582;-4.289.316.665;33833;0;NULL;422.632.060.000;NE;11231;0,539;0,742;0,396;0,533
2206308;1125;Miguel Leão;MIGUEL LEAO;PI;Piauí;-568.224.178;-4.273.582.953;1242;0;NULL;1.943.511.610.000;NE;11258;0,623;0,782;0,533;0,579
2206357;348;Milton Brandão;MILTON BRANDAO;PI;Piauí;-4.699.953.478;-4.144.795.954;6608;0;NULL;3.944.533.410.000;NE;12246;0,508;0,772;0,357;0,476
2206407;1127;Monsenhor Gil;MONSENHOR GIL;PI;Piauí;-5.551.485.631;-4.261.739.892;10564;0;NULL;1.801.418.780.000;NE;11274;0,615;0,781;0,524;0,568
2206506;1129;Monsenhor Hipólito;MONSENHOR HIPOLITO;PI;Piauí;-7.003.502.473;-410.328.934;7767;0;NULL;2.577.329.030.000;NE;11290;0,561;0,739;0,404;0,591
2206605;1131;Monte Alegre do Piauí;MONTE ALEGRE DO PIAUI;PI;Piauí;-9.755.833.668;-4.529.574.022;10615;0;NULL;4.476.596.280.000;NE;11312;0,578;0,768;0,474;0,531
2206654;350;Morro Cabeça no Tempo;MORRO CABECA NO TEMPO;PI;Piauí;-9.719.319.492;-4.390.187.437;4530;0;NULL;5.041.562.800.000;NE;10880;0,542;0,774;0,435;0,472
2206670;352;Morro do Chapéu do Piauí;MORRO DO CHAPEU DO PIAUI;PI;Piauí;-3.742.255.096;-4.230.906.339;6811;0;NULL;680.510.790.000;NE;12459;0,55;0,742;0,418;0,536
2206696;354;Murici dos Portelas;MURICI DOS PORTELAS;PI;Piauí;-3.323.859.785;-4.209.676.908;9209;0;NULL;110.453.330.000;NE;12475;0,53;0,777;0,391;0,489
2206704;1133;Nazaré do Piauí;NAZARE DO PIAUI;PI;Piauí;-6.967.128.491;-4.266.822.723;7322;0;NULL;1.448.870.040.000;NE;11339;0,576;0,707;0,51;0,531
2206720;1180;Nazária;NAZARIA;PI;Piauí;-5.346.925;-4.281.404.847;8602;0;NULL;803.493.610.000;NE;12726;0,602;0,78;0,512;0,546
2206753;356;Nossa Senhora de Nazaré;NOSSA SENHORA DE NAZARE;PI;Piauí;-4.626.932.092;-4.217.930.308;4891;0;NULL;1.179.739.780.000;NE;10928;0,586;0,78;0,462;0,557
2206803;1135;Nossa Senhora dos Remédios;NOSSA SENHORA DOS REMEDIOS;PI;Piauí;-3.991.225.352;-4.262.395.105;8723;0;NULL;455.622.400.000;NE;11355;0,533;0,732;0,411;0,503
2206902;1137;Novo Oriente do Piauí;NOVO ORIENTE DO PIAUI;PI;Piauí;-6.449.405.137;-4.192.872.231;6556;0;NULL;2.210.122.540.000;NE;11371;0,562;0,775;0,418;0,547
2206951;358;Novo Santo Antônio;NOVO SANTO ANTONIO;PI;Piauí;-5.286.057.644;-419.345.075;3003;0;NULL;1.519.766.650.000;NE;10901;0,528;0,702;0,392;0,536
2207009;1139;Oeiras;OEIRAS;PI;Piauí;-7.016.418.006;-4.213.140.566;37085;0;NULL;1.657.834.740.000;NE;11398;0,634;0,753;0,547;0,619
2207108;360;Olho D'Água do Piauí;OLHO DAGUA DO PIAUI;PI;Piauí;-5.847.158.573;-4.257.855.161;2468;0;NULL;2.362.623.670.000;NE;12483;0,576;0,746;0,477;0,537
2207207;1143;Padre Marcos;PADRE MARCOS;PI;Piauí;-7.354.712.116;-4.090.586.208;6873;0;NULL;3.629.891.640.000;NE;11436;0,541;0,699;0,427;0,531
2207306;1145;Paes Landim;PAES LANDIM;PI;Piauí;-7.775.562.915;-4.225.695.763;4126;0;NULL;1.992.107.000.000;NE;11452;0,575;0,721;0,492;0,537
2207355;362;Pajeú do Piauí;PAJEU DO PIAUI;PI;Piauí;-7.852.520.092;-4.281.693.609;3404;0;NULL;2.830.072.750.000;NE;12262;0,559;0,732;0,427;0,56
2207405;1147;Palmeira do Piauí;PALMEIRA DO PIAUI;PI;Piauí;-8.729.501.119;-4.423.256.858;5036;0;NULL;2.848.890.200.000;NE;11479;0,557;0,704;0,431;0,57
2207504;1149;Palmeirais;PALMEIRAIS;PI;Piauí;-5.979.796.836;-4.306.184.352;14587;0;NULL;897.815.900.000;NE;11495;0,562;0,776;0,443;0,515
2207553;364;Paquetá;PAQUETA;PI;Piauí;-7.101.466.244;-4.170.138.525;3937;0;NULL;3.336.791.160.000;NE;10944;0,509;0,731;0,348;0,519
2207603;1151;Parnaguá;PARNAGUA;PI;Piauí;-1.021.718.097;-4.463.431.461;10819;0;NULL;3.332.460.330.000;NE;11517;0,575;0,777;0,464;0,526
2207702;1153;Parnaíba;PARNAIBA;PI;Piauí;-2.903.360.145;-4.177.817.059;153482;0;NULL;66.295.080.000;NE;11533;0,687;0,816;0,604;0,658
2207751;1293;Passagem Franca do Piauí;PASSAGEM FRANCA DO PIAUI;PI;Piauí;-585.624.732;-4.244.052.675;4323;0;NULL;1.304.973.360.000;NE;10405;0,561;0,758;0,393;0,594
2207777;2277;Patos do Piauí;PATOS DO PIAUI;PI;Piauí;-7.680.763.935;-412.522.814;6406;0;NULL;2.577.871.990.000;NE;10383;0,563;0,755;0,448;0,529
2207793;1104;Pau D'Arco do Piauí;PAU DARCO DO PIAUI;PI;Piauí;-5.251.093.429;-423.888.655;4065;0;NULL;1.250.046.420.000;NE;12718;0,514;0,742;0,376;0,488
2207801;1155;Paulistana;PAULISTANA;PI;Piauí;-8.141.436.135;-4.114.709.649;20554;0;NULL;3.554.068.230.000;NE;11550;0,6;0,767;0,472;0,596
2207850;366;Pavussu;PAVUSSU;PI;Piauí;-7.964.286.955;-432.217.523;3669;0;NULL;3.321.695.470.000;NE;12289;0,526;0,748;0,379;0,512
2207900;1157;Pedro II;PEDRO II;PI;Piauí;-4.427.055.265;-4.145.855.993;38778;0;NULL;6.035.032.900.000;NE;11576;0,571;0,767;0,428;0,566
2207934;368;Pedro Laurentino;PEDRO LAURENTINO;PI;Piauí;-8.066.882.594;-4.228.607.367;2544;0;NULL;2.620.695.160.000;NE;12491;0,562;0,746;0,496;0,479
2207959;370;Nova Santa Rita;NOVA SANTA RITA;PI;Piauí;-8.074.964.718;-42.048.262;4383;0;NULL;2.653.753.200.000;NE;10960;0,554;0,77;0,425;0,52
2208007;1159;Picos;PICOS;PI;Piauí;-7.081.373.912;-4.146.882.671;78431;0;NULL;2.211.033.520.000;NE;11592;0,698;0,8;0,621;0,684
2208106;1161;Pimenteiras;PIMENTEIRAS;PI;Piauí;-624.168.841;-4.141.515.861;12139;0;NULL;2.756.627.960.000;NE;11614;0,566;0,774;0,423;0,553
2208205;1163;Pio IX;PIO IX;PI;Piauí;-6.832.687.301;-4.061.827.279;18459;0;NULL;4.691.841.170.000;NE;11630;0,564;0,758;0,44;0,538
2208304;1165;Piracuruca;PIRACURUCA;PI;Piauí;-3.929.287.494;-4.170.904.155;28874;0;NULL;722.376.970.000;NE;11657;0,596;0,77;0,478;0,575
2208403;1167;Piripiri;PIRIPIRI;PI;Piauí;-4.276.068.693;-4.177.850.485;63787;0;NULL;1.592.459.560.000;NE;11673;0,635;0,775;0,533;0,621
2208502;1169;Porto;PORTO;PI;Piauí;-3.891.422.995;-42.710.926;12608;0;NULL;416.292.210.000;NE;11690;0,549;0,758;0,406;0,537
2208551;372;Porto Alegre do Piauí;PORTO ALEGRE DO PIAUI;PI;Piauí;-6.971.724.687;-441.948.371;2720;0;NULL;1.830.975.510.000;NE;12599;0,563;0,732;0,452;0,539
2208601;1171;Prata do Piauí;PRATA DO PIAUI;PI;Piauí;-5.664.797.694;-4.220.422.368;3150;0;NULL;921.711.560.000;NE;11711;0,565;0,764;0,448;0,527
2208650;2279;Queimada Nova;QUEIMADA NOVA;PI;Piauí;-8.585.425.347;-4.141.702.492;9017;0;NULL;4.347.528.460.000;NE;10421;0,515;0,758;0,368;0,49
2208700;1173;Redenção do Gurguéia;REDENCAO DO GURGUEIA;PI;Piauí;-9.493.448.241;-4.458.121.416;8796;0;NULL;3.199.696.840.000;NE;11738;0,589;0,766;0,478;0,557
2208809;1175;Regeneração;REGENERACAO;PI;Piauí;-6.240.183.021;-4.268.502.423;17979;0;NULL;1.571.199.400.000;NE;11754;0,591;0,714;0,498;0,582
2208858;374;Riacho Frio;RIACHO FRIO;PI;Piauí;-1.012.872.769;-4.495.253.005;4309;0;NULL;4.204.006.450.000;NE;12300;0,541;0,761;0,431;0,483
2208874;376;Ribeira do Piauí;RIBEIRA DO PIAUI;PI;Piauí;-7.690.575.501;-4.271.404.349;4488;0;NULL;2.023.994.250.000;NE;12602;0,52;0,758;0,368;0,505
2208908;1177;Ribeiro Gonçalves;RIBEIRO GONCALVES;PI;Piauí;-7.558.034.245;-4.524.563.868;7376;0;NULL;2.130.178.340.000;NE;11770;0,601;0,787;0,485;0,568
2209005;1179;Rio Grande do Piauí;RIO GRANDE DO PIAUI;PI;Piauí;-777.085.712;-4.314.018.279;6433;0;NULL;2.948.710.260.000;NE;11797;0,572;0,767;0,442;0,552
2209104;1181;Santa Cruz do Piauí;SANTA CRUZ DO PIAUI;PI;Piauí;-7.177.626.496;-4.176.192.569;6247;0;NULL;2.176.004.650.000;NE;11819;0,601;0,72;0,53;0,57
2209153;1295;Santa Cruz dos Milagres;SANTA CRUZ DOS MILAGRES;PI;Piauí;-5.808.120.998;-4.195.844.595;4033;0;NULL;1.377.638.740.000;NE;10448;0,577;0,719;0,509;0,524
2209203;1183;Santa Filomena;SANTA FILOMENA;PI;Piauí;-9.106.795.705;-4.592.055.644;6254;0;NULL;2.935.903.390.000;NE;11835;0,544;0,789;0,385;0,53
2209302;1185;Santa Luz;SANTA LUZ;PI;Piauí;-8.944.624.217;-4.412.958.591;5882;0;NULL;3.296.169.860.000;NE;11851;0,588;0,768;0,49;0,539
2209351;2281;Santana do Piauí;SANTANA DO PIAUI;PI;Piauí;-6.949.071.764;-4.151.848.056;4642;0;NULL;3.522.892.950.000;NE;10480;0,574;0,736;0,476;0,539
2209377;2261;Santa Rosa do Piauí;SANTA ROSA DO PIAUI;PI;Piauí;-6.801.455.058;-4.228.081.388;5255;0;NULL;1.650.629.330.000;NE;10464;0,567;0,699;0,483;0,539
2209401;1187;Santo Antônio de Lisboa;SANTO ANTONIO DE LISBOA;PI;Piauí;-6.981.848.477;-4.123.376.474;6441;0;NULL;2.382.713.210.000;NE;11878;0,584;0,704;0,473;0,597
2209450;378;Santo Antônio dos Milagres;SANTO ANTONIO DOS MILAGRES;PI;Piauí;-6.046.717.596;-4.271.119.681;2166;0;NULL;2.446.719.870.000;NE;12653;0,619;0,776;0,582;0,524
2209500;1189;Santo Inácio do Piauí;SANTO INACIO DO PIAUI;PI;Piauí;-7.422.336.837;-4.191.821.286;3803;0;NULL;2.243.623.450.000;NE;11894;0,613;0,776;0,546;0,543
2209559;2263;São Braz do Piauí;SAO BRAZ DO PIAUI;PI;Piauí;-9.062.560.536;-4.299.907.252;4451;0;NULL;4.828.599.770.000;NE;10502;0,596;0,771;0,514;0,533
2209609;1191;São Félix do Piauí;SAO FELIX DO PIAUI;PI;Piauí;-5.932.867.663;-4.211.350.259;2932;0;NULL;1.326.108.740.000;NE;11916;0,61;0,742;0,52;0,587
2209658;380;São Francisco de Assis do Piauí;SAO FRANCISCO DE ASSIS DO PIAUI;PI;Piauí;-823.775.475;-4.168.959.715;5779;0;NULL;4.267.892.340.000;NE;12505;0,485;0,734;0,336;0,462
2209708;1193;São Francisco do Piauí;SAO FRANCISCO DO PIAUI;PI;Piauí;-7.243.976.104;-4.253.853.199;6420;0;NULL;1.505.768.400.000;NE;11932;0,57;0,744;0,448;0,557
2209757;382;São Gonçalo do Gurguéia;SAO GONCALO DO GURGUEIA;PI;Piauí;-1.002.994.011;-4.530.140.551;3057;0;NULL;4.372.756.260.000;NE;12610;0,56;0,701;0,438;0,572
2209807;1195;São Gonçalo do Piauí;SAO GONCALO DO PIAUI;PI;Piauí;-598.966.744;-4.269.883.098;5030;0;NULL;2.508.315.890.000;NE;11959;0,616;0,739;0,588;0,538
2209856;1291;São João da Canabrava;SAO JOAO DA CANABRAVA;PI;Piauí;-681.893.099;-4.134.605.365;4614;0;NULL;2.793.589.760.000;NE;11088;0,559;0,726;0,446;0,539
2209872;384;São João da Fronteira;SAO JOAO DA FRONTEIRA;PI;Piauí;-3.938.597.434;-4.125.628.696;6064;0;NULL;2.500.000.000.000;NE;12009;0,515;0,753;0,351;0,516
2209906;1197;São João da Serra;SAO JOAO DA SERRA;PI;Piauí;-5.508.797.538;-4.189.926.375;6122;0;NULL;1.683.602.430.000;NE;11975;0,582;0,757;0,478;0,545
2209955;386;São João da Varjota;SAO JOAO DA VARJOTA;PI;Piauí;-6.919.017.839;-418.637.422;4848;0;NULL;3.104.645.280.000;NE;12025;0,559;0,708;0,46;0,536
2209971;388;São João do Arraial;SAO JOAO DO ARRAIAL;PI;Piauí;-3.813.168.874;-4.245.312.617;8038;0;NULL;989.524.500.000;NE;10987;0,523;0,72;0,401;0,496
2210003;1199;São João do Piauí;SAO JOAO DO PIAUI;PI;Piauí;-8.348.849.688;-4.225.643.753;20662;0;NULL;2.115.241.430.000;NE;11991;0,645;0,769;0,567;0,615
2210052;2285;São José do Divino;SAO JOSE DO DIVINO;PI;Piauí;-3.805.716.356;-4.183.010.877;5354;0;NULL;376.260.670.000;NE;10529;0,565;0,775;0,44;0,529
2210102;1201;São José do Peixe;SAO JOSE DO PEIXE;PI;Piauí;-7.493.008.781;-4.257.017.942;3741;0;NULL;1.737.366.240.000;NE;12017;0,573;0,766;0,449;0,548
2210201;1203;São José do Piauí;SAO JOSE DO PIAUI;PI;Piauí;-6.870.626.245;-4.147.940.723;6700;0;NULL;4.027.825.710.000;NE;12033;0,552;0,7;0,423;0,569
2210300;1205;São Julião;SAO JULIAO;PI;Piauí;-7.085.315.005;-4.083.691.324;6371;0;NULL;3.692.428.850.000;NE;12050;0,594;0,775;0,455;0,593
2210359;2265;São Lourenço do Piauí;SAO LOURENCO DO PIAUI;PI;Piauí;-9.172.001.877;-4.254.435.199;4577;0;NULL;3.412.981.680.000;NE;10561;0,595;0,753;0,499;0,56
2210375;390;São Luis do Piauí;SAO LUIS DO PIAUI;PI;Piauí;-682.814.383;-4.132.283.782;2646;0;NULL;2.978.600.540.000;NE;12629;0,554;0,757;0,433;0,52
2210383;392;São Miguel da Baixa Grande;SAO MIGUEL DA BAIXA GRANDE;PI;Piauí;-5.862.298.634;-4.218.537.737;2454;0;NULL;1.804.956.130.000;NE;12661;0,563;0,774;0,413;0,557
2210391;394;São Miguel do Fidalgo;SAO MIGUEL DO FIDALGO;PI;Piauí;-7.584.969.119;-4.237.052.904;3038;0;NULL;1.722.473.790.000;NE;12700;0,535;0,747;0,407;0,505
2210409;1207;São Miguel do Tapuio;SAO MIGUEL DO TAPUIO;PI;Piauí;-5.500.663.699;-4.131.979.849;17639;0;NULL;2.813.847.500.000;NE;12076;0,556;0,78;0,434;0,508
2210508;1209;São Pedro do Piauí;SAO PEDRO DO PIAUI;PI;Piauí;-5.913.951.647;-4.272.366.017;14324;0;NULL;2.958.863.790.000;NE;12092;0,595;0,776;0,492;0,553
2210607;1211;São Raimundo Nonato;SAO RAIMUNDO NONATO;PI;Piauí;-9.015.360.482;-4.269.228.516;34877;0;NULL;3.416.367.190.000;NE;12114;0,661;0,779;0,587;0,631
2210623;396;Sebastião Barros;SEBASTIAO BARROS;PI;Piauí;-1.081.667.522;-4.483.328.418;3451;0;NULL;5.450.598.010.000;NE;12041;0,536;0,77;0,394;0,508
2210631;398;Sebastião Leal;SEBASTIAO LEAL;PI;Piauí;-757.738.563;-4.406.769.177;4303;0;NULL;3.471.027.660.000;NE;12068;0,562;0,736;0,467;0,516
2210656;1379;Sigefredo Pacheco;SIGEFREDO PACHECO;PI;Piauí;-4.911.689.164;-4.172.755.922;10058;0;NULL;2.466.942.040.000;NE;10545;0,581;0,764;0,496;0,518
2210706;1213;Simões;SIMOES;PI;Piauí;-7.599.137.166;-4.081.750.907;14649;0;NULL;4.419.543.340.000;NE;12130;0,575;0,771;0,44;0,56
2210805;1215;Simplício Mendes;SIMPLICIO MENDES;PI;Piauí;-7.857.957.294;-4.191.091.036;12746;0;NULL;2.983.635.650.000;NE;12157;0,627;0,767;0,525;0,613
2210904;1217;Socorro do Piauí;SOCORRO DO PIAUI;PI;Piauí;-7.864.938.057;-4.250.469.172;4563;0;NULL;2.210.465.180.000;NE;12173;0,561;0,739;0,465;0,513
2210938;400;Sussuapara;SUSSUAPARA;PI;Piauí;-7.017.010.589;-4.139.226.773;6767;0;NULL;2.179.800.330.000;NE;12513;0,586;0,749;0,476;0,563
2210953;402;Tamboril do Piauí;TAMBORIL DO PIAUI;PI;Piauí;-840.043.178;-4.290.968.883;2929;0;NULL;2.819.288.300.000;NE;12530;0,501;0,685;0,36;0,509
2210979;404;Tanque do Piauí;TANQUE DO PIAUI;PI;Piauí;-6.596.353.467;-4.228.390.134;2773;0;NULL;4.203.467.760.000;NE;12521;0,579;0,704;0,499;0,553
2211001;1219;Teresina;TERESINA;PI;Piauí;-5.086.341.952;-4.280.527.046;868075;1;NULL;879.511.790.000;NE;12190;0,751;0,82;0,707;0,731
2211100;1221;União;UNIAO;PI;Piauí;-4.586.018.159;-4.286.292.972;44569;0;NULL;557.707.730.000;NE;12211;0,577;0,781;0,453;0,542
