COD_IBGE;COD_SIAFI;NOME_ENTE;NOME_SIMPLIFICADO;SIGLA_UF;NOME_UF;LAT;LNG;POP_EST_2020;CAPITAL;NOME_ANTIGO_OU_GRAFIA_DIFERENTE;ALT;REGIAO;COD_UE_TSE_2016;IDHM;IDHM_RENDA;IDHM_EDUCACAO;IDHM_LONGEVIDADE
3142403;4847;Moema;MOEMA;MG;Minas Gerais;-198.386.999;-4.542.531.013;7554;0;NULL;6.640.000.000.000;SE;48470;0,721;0,848;0,629;0,703
3142502;4849;Monjolos;MONJOLOS;MG;Minas Gerais;-1.832.368.562;-4.411.931.677;2202;0;NULL;5.493.342.180.000;SE;48496;0,65;0,819;0,548;0,612
3142601;4851;Monsenhor Paulo;MONSENHOR PAULO;MG;Minas Gerais;-2.176.177.214;-4.554.507.414;8727;0;NULL;8.572.272.460.000;SE;48518;0,721;0,839;0,654;0,682
3142700;4853;Montalvânia;MONTALVANIA;MG;Minas Gerais;-1.442.036.478;-4.436.362.058;14747;0;NULL;5.000.582.120.000;SE;48534;0,613;0,799;0,492;0,586
3142809;4855;Monte Alegre de Minas;MONTE ALEGRE DE MINAS;MG;Minas Gerais;-1.886.916.672;-4.887.711.691;21236;0;NULL;7.453.776.390.000;SE;48550;0,674;0,848;0,516;0,699
3142908;4857;Monte Azul;MONTE AZUL;MG;Minas Gerais;-1.515.533.859;-4.287.316.549;20696;0;NULL;5.896.008.500.000;SE;48577;0,659;0,811;0,578;0,611
3143005;4859;Monte Belo;MONTE BELO;MG;Minas Gerais;-2.132.714.585;-4.636.824.558;13152;0;NULL;9.083.034.380.000;SE;48593;0,688;0,847;0,567;0,677
3143104;4861;Monte Carmelo;MONTE CARMELO;MG;Minas Gerais;-1.872.903.844;-4.749.597.243;47931;0;NULL;8.785.917.770.000;SE;48615;0,728;0,868;0,62;0,716
3143153;654;Monte Formoso;MONTE FORMOSO;MG;Minas Gerais;-1.686.649.383;-4.125.457.874;4923;0;NULL;6.500.276.430.000;SE;41084;0,541;0,765;0,396;0,523
3143203;4863;Monte Santo de Minas;MONTE SANTO DE MINAS;MG;Minas Gerais;-2.119.047.484;-4.697.711.855;21513;0;NULL;8.810.921.570.000;SE;48631;0,71;0,874;0,595;0,689
3143302;4865;Montes Claros;MONTES CLAROS;MG;Minas Gerais;-1.672.270.664;-4.386.542.243;413487;0;NULL;6.433.999.460.000;SE;48658;0,77;0,868;0,744;0,707
3143401;4867;Monte Sião;MONTE SIAO;MG;Minas Gerais;-2.243.354.882;-4.657.370.269;24029;0;NULL;8.497.080.380.000;SE;48674;0,724;0,878;0,59;0,732
3143450;2697;Montezuma;MONTEZUMA;MG;Minas Gerais;-1.517.114.416;-425.074.737;8315;0;NULL;9.500.770.120.000;SE;40460;0,587;0,809;0,425;0,587
3143500;4869;Morada Nova de Minas;MORADA NOVA DE MINAS;MG;Minas Gerais;-1.860.744.472;-4.535.550.235;8910;0;NULL;5.959.077.040.000;SE;48690;0,696;0,83;0,59;0,688
3143609;4871;Morro da Garça;MORRO DA GARCA;MG;Minas Gerais;-1.854.721.846;-4.460.353.103;2437;0;NULL;6.079.917.530.000;SE;48712;0,648;0,816;0,538;0,619
3143708;4873;Morro do Pilar;MORRO DO PILAR;MG;Minas Gerais;-1.921.834.223;-4.337.480.418;3153;0;NULL;5.831.198.700.000;SE;48739;0,597;0,809;0,422;0,622
3143807;4875;Munhoz;MUNHOZ;MG;Minas Gerais;-2.261.278.269;-4.636.037.093;5994;0;NULL;12.299.194.700.000;SE;48755;0,647;0,821;0,52;0,634
3143906;4877;Muriaé;MURIAE;MG;Minas Gerais;-2.113.204.679;-423.610.749;109392;0;NULL;2.024.227.730.000;SE;48771;0,734;0,853;0,634;0,731
3144003;4879;Mutum;MUTUM;MG;Minas Gerais;-1.980.718.922;-4.143.913.852;26961;0;NULL;2.518.546.380.000;SE;48798;0,644;0,822;0,511;0,635
3144102;4881;Muzambinho;MUZAMBINHO;MG;Minas Gerais;-2.137.301.275;-4.652.680.469;20545;0;NULL;10.090.989.310.000;SE;48810;0,74;0,859;0,652;0,723
3144201;4883;Nacip Raydan;NACIP RAYDAN;MG;Minas Gerais;-1.845.792.419;-4.225.179.159;3220;0;NULL;3.205.769.570.000;SE;48836;0,585;0,831;0,377;0,64
3144300;4885;Nanuque;NANUQUE;MG;Minas Gerais;-1.783.899.335;-4.035.173.883;40665;0;NULL;1.030.894.590.000;SE;48852;0,701;0,85;0,609;0,666
3144359;656;Naque;NAQUE;MG;Minas Gerais;-1.922.354.347;-4.233.470.845;7051;0;NULL;2.573.677.380.000;SE;40487;0,675;0,822;0,592;0,632
3144375;658;Natalândia;NATALANDIA;MG;Minas Gerais;-1.650.383.648;-4.649.753.436;3308;0;NULL;5.796.422.880.000;SE;41106;0,671;0,846;0,557;0,641
3144409;4887;Natércia;NATERCIA;MG;Minas Gerais;-2.211.847.374;-4.551.823.451;4728;0;NULL;9.072.899.730.000;SE;48879;0,693;0,805;0,612;0,677
3144508;4889;Nazareno;NAZARENO;MG;Minas Gerais;-2.121.769.697;-4.461.723.466;8660;0;NULL;9.206.112.520.000;SE;48895;0,69;0,83;0,597;0,662
3144607;4891;Nepomuceno;NEPOMUCENO;MG;Minas Gerais;-2.123.457.694;-4.523.742.912;26826;0;NULL;8.569.382.240.000;SE;48917;0,667;0,822;0,549;0,658
3144656;660;Ninheira;NINHEIRA;MG;Minas Gerais;-1.532.380.192;-4.174.878.896;10326;0;NULL;8.790.789.970.000;SE;41122;0,556;0,784;0,418;0,525
3144672;662;Nova Belém;NOVA BELEM;MG;Minas Gerais;-1.849.409.082;-4.110.368.783;3128;0;NULL;5.338.330.140.000;SE;41149;0,592;0,768;0,481;0,563
3144706;4893;Nova Era;NOVA ERA;MG;Minas Gerais;-1.976.442.307;-4.303.545.685;17551;0;NULL;5.315.420.760.000;SE;48933;0,709;0,825;0,639;0,675
3144805;4895;Nova Lima;NOVA LIMA;MG;Minas Gerais;-1.998.389.299;-4.384.978.336;96157;0;NULL;7.920.814.870.000;SE;48950;0,813;0,885;0,704;0,864
3144904;4897;Nova Módica;NOVA MODICA;MG;Minas Gerais;-1.844.160.561;-4.150.133.627;3573;0;NULL;3.418.352.370.000;SE;48976;0,63;0,779;0,527;0,61
3145000;4899;Nova Ponte;NOVA PONTE;MG;Minas Gerais;-1.916.889.165;-4.767.057.075;15800;0;NULL;9.452.217.200.000;SE;48992;0,701;0,835;0,562;0,734
3145059;664;Nova Porteirinha;NOVA PORTEIRINHA;MG;Minas Gerais;-158.022.102;-4.330.255.123;7497;0;NULL;5.339.176.170.000;SE;41165;0,641;0,811;0,556;0,584
3145109;4901;Nova Resende;NOVA RESENDE;MG;Minas Gerais;-2.112.665.191;-464.170.291;16832;0;NULL;11.251.662.470.000;SE;49018;0,671;0,839;0,525;0,687
3145208;4903;Nova Serrana;NOVA SERRANA;MG;Minas Gerais;-1.987.586.738;-4.498.557.874;105520;0;NULL;7.384.943.730.000;SE;49034;0,715;0,864;0,597;0,709
3145307;4905;Novo Cruzeiro;NOVO CRUZEIRO;MG;Minas Gerais;-1.747.488.886;-4.187.539.154;31335;0;NULL;7.854.734.600.000;SE;49050;0,571;0,797;0,415;0,562
3145356;666;Novo Oriente de Minas;NOVO ORIENTE DE MINAS;MG;Minas Gerais;-1.740.916.568;-4.122.209.661;10778;0;NULL;2.685.172.890.000;SE;40509;0,555;0,754;0,4;0,568
3145372;668;Novorizonte;NOVORIZONTE;MG;Minas Gerais;-1.601.953.857;-4.241.678.084;5324;0;NULL;8.908.168.480.000;SE;41181;0,616;0,804;0,5;0,582
3145406;4907;Olaria;OLARIA;MG;Minas Gerais;-2.186.477.294;-4.393.092.688;1720;0;NULL;9.095.420.630.000;SE;49077;0,636;0,823;0,49;0,638
3145455;670;Olhos-d'Água;OLHOS DAGUA;MG;Minas Gerais;-1.740.189.993;-4.357.141.098;6171;0;NULL;7.843.994.320.000;SE;41203;0,626;0,812;0,498;0,607
3145505;4909;Olímpio Noronha;OLIMPIO NORONHA;MG;Minas Gerais;-2.206.695.981;-452.641.357;2809;0;NULL;8.852.840.720.000;SE;49093;0,674;0,809;0,577;0,656
3145604;4911;Oliveira;OLIVEIRA;MG;Minas Gerais;-2.069.751.578;-4.482.641.087;41840;0;NULL;9.855.828.360.000;SE;49115;0,699;0,842;0,587;0,691
3145703;4913;Oliveira Fortes;OLIVEIRA FORTES;MG;Minas Gerais;-2.133.949.327;-4.346.254.387;2130;0;NULL;8.616.217.190.000;SE;49131;0,635;0,794;0,523;0,616
3145802;4915;Onça de Pitangui;ONCA DE PITANGUI;MG;Minas Gerais;-1.974.552.448;-4.480.838.218;3152;0;NULL;7.231.550.350.000;SE;49158;0,663;0,806;0,559;0,646
3145851;672;Oratórios;ORATORIOS;MG;Minas Gerais;-2.043.099.595;-4.280.633.922;4663;0;NULL;4.888.636.190.000;SE;41220;0,637;0,824;0,5;0,627
3145877;674;Orizânia;ORIZANIA;MG;Minas Gerais;-2.050.412.137;-4.220.294.608;8079;0;NULL;8.089.004.610.000;SE;41246;0,562;0,778;0,414;0,551
3145901;4917;Ouro Branco;OURO BRANCO;MG;Minas Gerais;-2.052.358.312;-436.947.708;39867;0;NULL;10.418.008.510.000;SE;49174;0,764;0,872;0,68;0,753
3146008;4919;Ouro Fino;OURO FINO;MG;Minas Gerais;-2.228.352.442;-4.638.008.083;33791;0;NULL;8.662.544.950.000;SE;49190;0,722;0,861;0,622;0,703
3146107;4921;Ouro Preto;OURO PRETO;MG;Minas Gerais;-2.038.677.637;-4.350.644.752;74558;0;NULL;10.865.389.350.000;SE;49212;0,741;0,834;0,677;0,721
3146206;4923;Ouro Verde de Minas;OURO VERDE DE MINAS;MG;Minas Gerais;-1.806.933.909;-4.126.870.949;5914;0;NULL;3.981.754.720.000;SE;49239;0,595;0,789;0,459;0,582
3146255;676;Padre Carvalho;PADRE CARVALHO;MG;Minas Gerais;-1.636.510.327;-4.252.074.483;6423;0;NULL;7.674.087.220.000;SE;41262;0,599;0,795;0,471;0,575
3146305;4925;Padre Paraíso;PADRE PARAISO;MG;Minas Gerais;-1.707.631.865;-4.148.496.481;20252;0;NULL;6.627.773.640.000;SE;49255;0,596;0,797;0,478;0,556
3146404;4927;Paineiras;PAINEIRAS;MG;Minas Gerais;-1.890.221.721;-4.553.875.769;4462;0;NULL;6.149.066.440.000;SE;49271;0,669;0,824;0,526;0,691
3146503;4929;Pains;PAINS;MG;Minas Gerais;-2.037.091.725;-4.566.081.318;8296;0;NULL;7.101.380.840.000;SE;49298;0,728;0,874;0,616;0,717
3146552;678;Pai Pedro;PAI PEDRO;MG;Minas Gerais;-1.553.706.599;-4.307.055.598;6094;0;NULL;5.097.238.450.000;SE;41289;0,59;0,76;0,52;0,52
3146602;4931;Paiva;PAIVA;MG;Minas Gerais;-2.128.785.225;-4.341.883.337;1523;0;NULL;5.822.105.840.000;SE;49310;0,72;0,845;0,672;0,657
3146701;4933;Palma;PALMA;MG;Minas Gerais;-2.137.256.116;-4.231.582.588;6611;0;NULL;1.674.023.050.000;SE;49336;0,703;0,841;0,623;0,663
3146750;2661;Palmópolis;PALMOPOLIS;MG;Minas Gerais;-167.344.675;-404.203.976;5349;0;NULL;5.847.700.040.000;SE;40525;0,565;0,738;0,437;0,559
3146909;4937;Papagaios;PAPAGAIOS;MG;Minas Gerais;-1.945.553.676;-4.474.470.173;15800;0;NULL;7.339.575.760.000;SE;49379;0,666;0,833;0,545;0,65
3147006;4939;Paracatu;PARACATU;MG;Minas Gerais;-1.721.974.191;-4.687.541.889;93862;0;NULL;7.038.521.120.000;SE;49395;0,744;0,854;0,685;0,704
3147105;4941;Pará de Minas;PARA DE MINAS;MG;Minas Gerais;-1.986.473.796;-4.460.538.019;94808;0;NULL;8.037.114.030.000;SE;49417;0,725;0,848;0,628;0,715
3147204;4943;Paraguaçu;PARAGUACU;MG;Minas Gerais;-2.154.731.603;-4.573.269.547;21605;0;NULL;8.414.792.360.000;SE;49433;0,715;0,85;0,623;0,69
3147303;4945;Paraisópolis;PARAISOPOLIS;MG;Minas Gerais;-2.255.519.277;-4.578.170.353;21221;0;NULL;9.287.653.140.000;SE;49450;0,729;0,852;0,657;0,692
3147402;4947;Paraopeba;PARAOPEBA;MG;Minas Gerais;-1.928.142.895;-4.440.311.687;24700;0;NULL;7.486.746.010.000;SE;49476;0,694;0,793;0,625;0,674
3147501;4949;Passabém;PASSABEM;MG;Minas Gerais;-1.935.098.248;-4.314.381.374;1633;0;NULL;6.468.890.760.000;SE;49492;0,642;0,787;0,533;0,631
3147600;4951;Passa Quatro;PASSA QUATRO;MG;Minas Gerais;-2.238.979.813;-4.496.963.867;16393;0;NULL;9.848.250.460.000;SE;49514;0,715;0,86;0,623;0,683
3147709;4953;Passa Tempo;PASSA TEMPO;MG;Minas Gerais;-2.065.238.775;-444.934.172;8057;0;NULL;9.881.964.100.000;SE;49530;0,687;0,808;0,594;0,676
3147808;4955;Passa-Vinte;PASSA VINTE;MG;Minas Gerais;-2.220.897.688;-4.423.104.879;2031;0;NULL;7.138.734.010.000;SE;49557;0,648;0,809;0,507;0,662
3147907;4957;Passos;PASSOS;MG;Minas Gerais;-207.192.119;-4.661.141.257;115337;0;NULL;7.452.033.640.000;SE;49573;0,756;0,886;0,658;0,741
3147956;680;Patis;PATIS;MG;Minas Gerais;-1.607.927.636;-4.408.270.531;6002;0;NULL;7.669.886.280.000;SE;41300;0,614;0,787;0,534;0,55
3148004;4959;Patos de Minas;PATOS DE MINAS;MG;Minas Gerais;-1.859.257.082;-4.651.591.568;153585;0;NULL;8.360.737.580.000;SE;49590;0,765;0,855;0,698;0,749
3148103;4961;Patrocínio;PATROCINIO;MG;Minas Gerais;-1.894.081.296;-4.699.743.824;91449;0;NULL;9.505.814.140.000;SE;49611;0,729;0,852;0,628;0,723
3148202;4963;Patrocínio do Muriaé;PATROCINIO DO MURIAE;MG;Minas Gerais;-2.115.171.127;-422.126.533;5715;0;NULL;1.810.000.000.000;SE;49638;0,682;0,796;0,576;0,691
3148301;4965;Paula Cândido;PAULA CANDIDO;MG;Minas Gerais;-2.087.016.153;-429.831.551;9584;0;NULL;7.270.385.320.000;SE;49654;0,637;0,823;0,497;0,632
3148400;4967;Paulistas;PAULISTAS;MG;Minas Gerais;-1.843.173.771;-428.726.251;4812;0;NULL;7.545.015.090.000;SE;49670;0,625;0,791;0,521;0,593
3148509;4969;Pavão;PAVAO;MG;Minas Gerais;-1.743.268.958;-4.100.011.321;8419;0;NULL;2.212.587.930.000;SE;49697;0,627;0,813;0,507;0,599
3148608;4971;Peçanha;PECANHA;MG;Minas Gerais;-1.854.688.899;-4.256.318.627;17537;0;NULL;7.598.180.140.000;SE;49719;0,627;0,787;0,497;0,63
3148707;4973;Pedra Azul;PEDRA AZUL;MG;Minas Gerais;-1.600.592.279;-4.128.175.198;24329;0;NULL;6.204.558.930.000;SE;49735;0,627;0,797;0,518;0,596
3148756;682;Pedra Bonita;PEDRA BONITA;MG;Minas Gerais;-2.052.001.849;-4.233.213.449;7128;0;NULL;8.999.569.900.000;SE;41327;0,573;0,74;0,457;0,557
3148806;4975;Pedra do Anta;PEDRA DO ANTA;MG;Minas Gerais;-2.059.601.126;-4.271.593.332;3005;0;NULL;6.392.687.570.000;SE;49751;0,624;0,821;0,466;0,636
3148905;4977;Pedra do Indaiá;PEDRA DO INDAIA;MG;Minas Gerais;-202.535.964;-4.520.981.009;3974;0;NULL;8.258.605.960.000;SE;49778;0,708;0,843;0,611;0,688
3149002;4979;Pedra Dourada;PEDRA DOURADA;MG;Minas Gerais;-2.082.994.616;-4.215.453.867;2532;0;NULL;6.383.500.680.000;SE;49794;0,655;0,827;0,539;0,631
3149101;4981;Pedralva;PEDRALVA;MG;Minas Gerais;-22.254.226;-4.546.597.152;11146;0;NULL;9.023.626.910.000;SE;49816;0,675;0,807;0,563;0,677
3149150;2899;Pedras de Maria da Cruz;PEDRAS DE MARIA DA CRUZ;MG;Minas Gerais;-1.559.901.245;-4.439.244.396;12212;0;NULL;4.633.712.710.000;SE;40541;0,614;0,787;0,521;0,564
3149200;4983;Pedrinópolis;PEDRINOPOLIS;MG;Minas Gerais;-1.922.772.041;-4.746.061.739;3643;0;NULL;9.180.295.560.000;SE;49832;0,729;0,855;0,631;0,719
3149309;4985;Pedro Leopoldo;PEDRO LEOPOLDO;MG;Minas Gerais;-1.961.839.589;-4.404.588.396;64712;0;NULL;7.140.611.880.000;SE;49859;0,757;0,856;0,7;0,723
3149408;4987;Pedro Teixeira;PEDRO TEIXEIRA;MG;Minas Gerais;-2.170.680.715;-4.374.545.906;1806;0;NULL;8.191.692.840.000;SE;49875;0,637;0,794;0,555;0,587
3149507;4989;Pequeri;PEQUERI;MG;Minas Gerais;-2.183.690.413;-4.312.628.617;3330;0;NULL;6.513.104.880.000;SE;49891;0,694;0,868;0,557;0,692
3149606;4991;Pequi;PEQUI;MG;Minas Gerais;-1.962.798.709;-446.534.419;4432;0;NULL;7.696.774.380.000;SE;49913;0,674;0,808;0,564;0,672
3149705;4993;Perdigão;PERDIGAO;MG;Minas Gerais;-1.995.512.294;-4.507.936.258;11755;0;NULL;8.178.373.150.000;SE;49930;0,703;0,843;0,579;0,711
3149804;4995;Perdizes;PERDIZES;MG;Minas Gerais;-1.933.865.752;-4.729.200.845;16321;0;NULL;10.843.334.290.000;SE;49956;0,723;0,88;0,571;0,752
3149903;4997;Perdões;PERDOES;MG;Minas Gerais;-2.109.451.887;-4.509.308.783;21485;0;NULL;8.177.335.010.000;SE;49972;0,744;0,878;0,661;0,71
3149952;684;Periquito;PERIQUITO;MG;Minas Gerais;-191.544.849;-4.223.472.463;6773;0;NULL;2.062.073.280.000;SE;40568;0,651;0,839;0,555;0,593
3150000;4999;Pescador;PESCADOR;MG;Minas Gerais;-1.835.362.873;-4.160.162.282;4256;0;NULL;3.322.503.700.000;SE;49999;0,656;0,831;0,552;0,615
3150109;5001;Piau;PIAU;MG;Minas Gerais;-2.150.461.753;-4.332.912.517;2733;0;NULL;4.729.917.600.000;SE;50016;0,629;0,824;0,467;0,647
3150158;686;Piedade de Caratinga;PIEDADE DE CARATINGA;MG;Minas Gerais;-1.975.921.262;-4.207.426.397;8702;0;NULL;8.522.584.010.000;SE;41343;0,612;0,773;0,477;0,621
3150208;5003;Piedade de Ponte Nova;PIEDADE DE PONTE NOVA;MG;Minas Gerais;-2.024.766.462;-427.352.389;4140;0;NULL;4.538.031.970.000;SE;50032;0,639;0,802;0,528;0,616
3150307;5005;Piedade do Rio Grande;PIEDADE DO RIO GRANDE;MG;Minas Gerais;-2.146.973.287;-4.420.250.175;4466;0;NULL;10.307.348.740.000;SE;50059;0,678;0,82;0,593;0,64
3150406;5007;Piedade dos Gerais;PIEDADE DOS GERAIS;MG;Minas Gerais;-2.046.101.035;-4.422.791.601;5009;0;NULL;10.060.456.470.000;SE;50075;0,626;0,84;0,453;0,645
3150505;5009;Pimenta;PIMENTA;MG;Minas Gerais;-2.048.319.539;-4.579.908.703;8688;0;NULL;7.898.589.840.000;SE;50091;0,686;0,832;0,556;0,697
3150539;688;Pingo-d'Água;PINGO DAGUA;MG;Minas Gerais;-1.972.860.825;-4.240.866.578;4986;0;NULL;2.717.877.160.000;SE;41360;0,619;0,744;0,529;0,603
3150570;690;Pintópolis;PINTOPOLIS;MG;Minas Gerais;-1.605.498.973;-4.514.950.688;7524;0;NULL;5.016.155.780.000;SE;41386;0,594;0,799;0,469;0,56
3150604;5011;Piracema;PIRACEMA;MG;Minas Gerais;-2.050.899.586;-4.447.847.177;6398;0;NULL;8.554.953.770.000;SE;50113;0,646;0,809;0,515;0,646
3150703;5013;Pirajuba;PIRAJUBA;MG;Minas Gerais;-1.990.850.491;-4.869.663.806;6348;0;NULL;5.430.210.480.000;SE;50130;0,723;0,858;0,588;0,748
3150802;5015;Piranga;PIRANGA;MG;Minas Gerais;-2.068.514.382;-4.328.734.555;17634;0;NULL;7.323.546.640.000;SE;50156;0,6;0,799;0,461;0,585
3150901;5017;Piranguçu;PIRANGUCU;MG;Minas Gerais;-2.252.649.385;-454.932.717;5488;0;NULL;8.858.279.230.000;SE;50172;0,685;0,806;0,599;0,666
3151008;5019;Piranguinho;PIRANGUINHO;MG;Minas Gerais;-2.241.187.307;-4.553.473.918;8640;0;NULL;9.040.681.590.000;SE;50199;0,717;0,841;0,651;0,672
3151107;5021;Pirapetinga;PIRAPETINGA;MG;Minas Gerais;-2.165.597.201;-4.234.843.105;10772;0;NULL;1.658.808.000.000;SE;50210;0,709;0,841;0,624;0,68
3151206;5023;Pirapora;PIRAPORA;MG;Minas Gerais;-173.495.821;-4.495.106.538;56640;0;NULL;4.919.399.090.000;SE;50237;0,731;0,828;0,68;0,693
3151305;5025;Piraúba;PIRAUBA;MG;Minas Gerais;-2.127.655.013;-4.301.813.081;10759;0;NULL;3.615.715.050.000;SE;50253;0,684;0,843;0,564;0,673
3151404;5027;Pitangui;PITANGUI;MG;Minas Gerais;-1.968.059.724;-4.489.011.889;28215;0;NULL;7.163.727.020.000;SE;50270;0,725;0,87;0,617;0,711
3151503;5029;Piumhi;PIUMHI;MG;Minas Gerais;-2.047.088.287;-4.596.056.867;34918;0;NULL;8.120.114.850.000;SE;50296;0,737;0,878;0,625;0,729
3151602;5031;Planura;PLANURA;MG;Minas Gerais;-201.386.632;-4.869.991.886;12292;0;NULL;4.804.161.650.000;SE;50318;0,712;0,852;0,597;0,711
3151701;5033;Poço Fundo;POCO FUNDO;MG;Minas Gerais;-2.178.469.255;-4.596.496.956;16846;0;NULL;8.561.613.910.000;SE;50334;0,691;0,866;0,541;0,705
3151800;5035;Poços de Caldas;POCOS DE CALDAS;MG;Minas Gerais;-2.178.736.358;-4.656.641.004;168641;0;NULL;11.994.404.390.000;SE;50350;0,779;0,872;0,706;0,768
3151909;5037;Pocrane;POCRANE;MG;Minas Gerais;-196.201.444;-4.162.900.125;8359;0;NULL;2.378.050.520.000;SE;50377;0,626;0,799;0,5;0,614
3152006;5039;Pompéu;POMPEU;MG;Minas Gerais;-1.922.095.718;-4.500.187.086;32035;0;NULL;6.701.254.710.000;SE;50393;0,689;0,834;0,564;0,694
3152105;5041;Ponte Nova;PONTE NOVA;MG;Minas Gerais;-2.041.664.342;-4.290.968.427;59875;0;NULL;4.225.617.370.000;SE;50415;0,717;0,848;0,608;0,714
3152131;692;Ponto Chique;PONTO CHIQUE;MG;Minas Gerais;-1.663.303.974;-4.506.313.451;4283;0;NULL;4.797.447.540.000;SE;41408;0,606;0,797;0,493;0,565
3152170;694;Ponto dos Volantes;PONTO DOS VOLANTES;MG;Minas Gerais;-1.675.451.963;-415.078.082;12179;0;NULL;4.309.407.770.000;SE;40584;0,595;0,781;0,478;0,564
3152204;5043;Porteirinha;PORTEIRINHA;MG;Minas Gerais;-1.574.683.773;-4.302.852.265;37864;0;NULL;5.666.290.690.000;SE;50431;0,651;0,796;0,585;0,593
3152303;5045;Porto Firme;PORTO FIRME;MG;Minas Gerais;-2.066.826.697;-4.309.141.091;11348;0;NULL;6.251.102.360.000;SE;50458;0,634;0,804;0,516;0,615
3152402;5047;Poté;POTE;MG;Minas Gerais;-1.780.136.945;-4.178.838.552;16616;0;NULL;4.867.221.770.000;SE;50474;0,624;0,809;0,515;0,584
3152501;5049;Pouso Alegre;POUSO ALEGRE;MG;Minas Gerais;-22.230.303;-4.593.714.428;152549;0;NULL;8.401.334.610.000;SE;50490;0,774;0,872;0,704;0,755
3152600;5051;Pouso Alto;POUSO ALTO;MG;Minas Gerais;-2.219.094.229;-4.497.534.357;5900;0;NULL;8.976.157.240.000;SE;50512;0,71;0,847;0,573;0,736
3152709;5053;Prados;PRADOS;MG;Minas Gerais;-2.105.601.446;-4.407.328.028;9080;0;NULL;10.449.959.180.000;SE;50539;0,689;0,865;0,574;0,66
3152808;5055;Prata;PRATA;MG;Minas Gerais;-1.930.821.121;-4.892.384.607;28017;0;NULL;6.374.032.670.000;SE;50555;0,695;0,852;0,536;0,736
3152907;5057;Pratápolis;PRATAPOLIS;MG;Minas Gerais;-2.074.418.445;-4.686.091.734;8566;0;NULL;7.139.526.700.000;SE;50571;0,729;0,862;0,639;0,703
3153004;5059;Pratinha;PRATINHA;MG;Minas Gerais;-1.975.694.525;-4.637.844.864;3631;0;NULL;11.469.962.600.000;SE;50598;0,721;0,871;0,607;0,71
3153103;5061;Presidente Bernardes;PRESIDENTE BERNARDES;MG;Minas Gerais;-207.656.775;-4.319.005.558;5341;0;NULL;6.370.553.460.000;SE;50610;0,632;0,804;0,521;0,603
3153202;5063;Presidente Juscelino;PRESIDENTE JUSCELINO;MG;Minas Gerais;-1.864.078.174;-4.405.418.228;3606;0;NULL;5.813.439.620.000;SE;50636;0,614;0,796;0,483;0,603
3153301;5065;Presidente Kubitschek;PRESIDENTE KUBITSCHEK;MG;Minas Gerais;-186.154.898;-4.355.744.795;3001;0;NULL;11.511.803.470.000;SE;50652;0,595;0,787;0,468;0,573
3153400;5067;Presidente Olegário;PRESIDENTE OLEGARIO;MG;Minas Gerais;-1.841.474.197;-4.641.778.869;19627;0;NULL;9.481.244.600.000;SE;50679;0,701;0,831;0,611;0,679
3153509;5069;Alto Jequitibá;ALTO JEQUITIBA;MG;Minas Gerais;-2.042.292.711;-4.196.717.511;8301;0;NULL;6.729.480.250.000;SE;50695;0,66;0,787;0,554;0,66
3153608;5071;Prudente de Morais;PRUDENTE DE MORAIS;MG;Minas Gerais;-1.948.356.038;-4.415.839.067;10834;0;NULL;7.402.000.300.000;SE;50717;0,69;0,795;0,629;0,658
3153707;5073;Quartel Geral;QUARTEL GERAL;MG;Minas Gerais;-192.676.901;-4.555.886.339;3584;0;NULL;7.101.194.890.000;SE;50733;0,683;0,846;0,557;0,677
3153806;5075;Queluzito;QUELUZITO;MG;Minas Gerais;-2.074.238.448;-438.800.273;1943;0;NULL;9.774.744.180.000;SE;50750;0,682;0,823;0,575;0,669
3153905;5077;Raposos;RAPOSOS;MG;Minas Gerais;-1.996.559.877;-438.047.742;16429;0;NULL;7.263.519.700.000;SE;50776;0,73;0,832;0,661;0,706
3154002;5079;Raul Soares;RAUL SOARES;MG;Minas Gerais;-2.010.195.885;-4.245.416.754;23711;0;NULL;3.019.990.390.000;SE;50792;0,655;0,823;0,52;0,658
3154101;5081;Recreio;RECREIO;MG;Minas Gerais;-2.153.378.462;-4.247.139.457;10520;0;NULL;1.912.282.250.000;SE;50814;0,692;0,841;0,589;0,668
3154150;696;Reduto;REDUTO;MG;Minas Gerais;-202.426.797;-4.198.519.886;7201;0;NULL;6.535.181.710.000;SE;41424;0,629;0,801;0,48;0,647
3154200;5083;Resende Costa;RESENDE COSTA;MG;Minas Gerais;-2.091.736.924;-442.394.035;11540;0;NULL;10.458.342.700.000;SE;50830;0,685;0,823;0,568;0,689
3154309;5085;Resplendor;RESPLENDOR;MG;Minas Gerais;-1.932.548.393;-4.125.396.711;17396;0;NULL;923.861.560.000;SE;50857;0,67;0,833;0,543;0,666
3154408;5087;Ressaquinha;RESSAQUINHA;MG;Minas Gerais;-2.105.530.092;-4.375.870.609;4817;0;NULL;11.808.717.230.000;SE;50873;0,683;0,834;0,599;0,638
3154457;2901;Riachinho;RIACHINHO;MG;Minas Gerais;-1.621.682.617;-4.600.274.682;8134;0;NULL;5.460.568.240.000;SE;40606;0,632;0,795;0,551;0,577
3154507;5089;Riacho dos Machados;RIACHO DOS MACHADOS;MG;Minas Gerais;-1.599.803.416;-4.304.456.373;9476;0;NULL;8.228.263.030.000;SE;50890;0,627;0,808;0,547;0,557
